               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 155,            0.030007,           0.0069873,           0.0058102,             0.99565,                   1,               0.995,             0.70435,           0.0066617,           0.0023103,           0.0014648,           0.0069508,           0.0069508,           0.0069508
                 156,            0.027128,           0.0093757,           0.0057782,             0.99656,             0.98217,               0.995,             0.77534,           0.0074431,           0.0023528,           0.0017963,            0.006931,            0.006931,            0.006931
                 157,            0.027267,           0.0073058,           0.0056747,             0.98042,             0.96574,                0.99,             0.70376,           0.0077018,           0.0023435,           0.0020501,           0.0069112,           0.0069112,           0.0069112
                 158,            0.026177,           0.0079626,           0.0048771,             0.98567,             0.92857,             0.98102,             0.70514,             0.00823,           0.0026583,           0.0021084,           0.0068914,           0.0068914,           0.0068914
                 159,            0.027049,           0.0075106,           0.0059245,             0.96623,             0.97619,               0.989,              0.7015,           0.0077353,           0.0026213,           0.0020233,           0.0068716,           0.0068716,           0.0068716
                 160,            0.026011,           0.0087693,           0.0053859,             0.98243,             0.97034,             0.99115,             0.60364,           0.0086799,           0.0025129,           0.0018579,           0.0068518,           0.0068518,           0.0068518
                 161,            0.031359,           0.0072124,            0.010877,             0.97748,             0.97058,             0.99409,             0.69663,           0.0093733,           0.0023389,           0.0018142,            0.006832,            0.006832,            0.006832
                 162,             0.02927,           0.0085051,           0.0049152,             0.98845,             0.97619,             0.98577,             0.69208,           0.0090022,           0.0023229,           0.0016954,           0.0068122,           0.0068122,           0.0068122
                 163,            0.031808,           0.0081364,           0.0046588,             0.99575,             0.98106,               0.995,             0.70552,           0.0088677,           0.0022612,           0.0015637,           0.0067924,           0.0067924,           0.0067924
                 164,            0.029472,           0.0075031,            0.011598,             0.98648,             0.99608,               0.995,              0.7297,           0.0075896,           0.0021485,           0.0015682,           0.0067726,           0.0067726,           0.0067726
                 165,            0.025293,            0.006686,           0.0059079,             0.99581,                   1,               0.995,             0.79231,           0.0067837,           0.0020325,           0.0013096,           0.0067528,           0.0067528,           0.0067528
                 166,            0.027234,           0.0084451,             0.01417,             0.99684,                   1,               0.995,             0.79263,           0.0074564,           0.0020634,           0.0013156,            0.006733,            0.006733,            0.006733
                 167,            0.027337,           0.0073512,           0.0054743,             0.99585,                   1,               0.995,              0.7086,           0.0071262,           0.0020944,           0.0012723,           0.0067132,           0.0067132,           0.0067132
                 168,            0.027688,            0.010652,           0.0080003,             0.99543,                   1,               0.995,             0.81842,           0.0066939,           0.0020784,           0.0012666,           0.0066934,           0.0066934,           0.0066934
                 169,             0.03056,           0.0078935,           0.0066672,             0.99532,                   1,               0.995,             0.67277,           0.0088935,           0.0022136,           0.0012334,           0.0066736,           0.0066736,           0.0066736
                 170,            0.027377,            0.008157,           0.0065316,             0.99418,                   1,               0.995,             0.82831,           0.0061201,           0.0021639,            0.001248,           0.0066538,           0.0066538,           0.0066538
                 171,            0.023367,            0.008838,           0.0070809,              0.9925,                   1,               0.995,             0.70509,           0.0080838,           0.0025894,           0.0012362,            0.006634,            0.006634,            0.006634
                 172,            0.027368,           0.0067526,           0.0098713,             0.99388,                   1,               0.995,             0.78406,           0.0069469,           0.0023633,           0.0013031,           0.0066142,           0.0066142,           0.0066142
                 173,            0.025651,           0.0099626,           0.0079264,             0.95444,              0.9932,             0.99326,             0.65584,           0.0084548,            0.002376,           0.0013744,           0.0065944,           0.0065944,           0.0065944
                 174,            0.029983,           0.0081704,           0.0073069,              0.9955,                   1,               0.995,             0.73416,           0.0069338,           0.0023661,           0.0014956,           0.0065746,           0.0065746,           0.0065746
                 175,            0.022693,           0.0068349,           0.0054087,             0.99573,                   1,               0.995,             0.74485,           0.0081944,           0.0023136,           0.0014729,           0.0065548,           0.0065548,           0.0065548
                 176,             0.02472,           0.0061138,           0.0044486,             0.99203,             0.99748,               0.995,             0.74649,           0.0073179,           0.0023751,           0.0015665,            0.006535,            0.006535,            0.006535
                 177,            0.024939,           0.0079944,           0.0068924,             0.99547,                   1,               0.995,             0.71954,           0.0070477,           0.0023622,           0.0015941,           0.0065152,           0.0065152,           0.0065152
                 178,            0.025572,           0.0090147,           0.0046126,              0.9716,                   1,              0.9885,             0.65426,           0.0081415,           0.0023969,           0.0016172,           0.0064954,           0.0064954,           0.0064954
                 179,            0.028326,           0.0090922,           0.0089936,             0.99296,                   1,               0.995,             0.74908,           0.0068008,           0.0024218,           0.0016885,           0.0064756,           0.0064756,           0.0064756
                 180,            0.021338,           0.0075759,           0.0049369,             0.99253,                   1,               0.995,             0.77424,           0.0080398,           0.0024438,           0.0016824,           0.0064558,           0.0064558,           0.0064558
                 181,             0.02591,           0.0074175,           0.0055027,             0.98983,                   1,               0.995,             0.61546,             0.00755,           0.0023809,           0.0015746,            0.006436,            0.006436,            0.006436
                 182,            0.027072,           0.0083296,           0.0057796,             0.98603,                   1,               0.995,             0.73469,            0.008045,           0.0027348,           0.0015957,           0.0064162,           0.0064162,           0.0064162
                 183,            0.030524,           0.0074037,            0.010697,             0.98086,                   1,               0.995,             0.75806,           0.0065348,           0.0025317,           0.0015215,           0.0063964,           0.0063964,           0.0063964
                 184,            0.029198,           0.0062935,           0.0089989,             0.95259,                   1,               0.995,             0.62295,             0.01041,           0.0026678,           0.0015248,           0.0063766,           0.0063766,           0.0063766
                 185,             0.02891,           0.0077432,           0.0090714,             0.94681,             0.97999,             0.99295,             0.64555,           0.0088939,           0.0027734,           0.0016067,           0.0063568,           0.0063568,           0.0063568
                 186,            0.023943,           0.0067948,             0.01376,             0.94559,             0.97889,             0.98969,             0.51195,            0.013017,           0.0027895,           0.0016342,            0.006337,            0.006337,            0.006337
                 187,            0.024787,           0.0064372,           0.0043673,             0.94903,             0.97681,             0.99068,             0.61491,            0.009166,           0.0027528,           0.0015884,           0.0063172,           0.0063172,           0.0063172
                 188,            0.031488,           0.0086227,           0.0064462,             0.94797,             0.98199,             0.98859,             0.52177,            0.012017,           0.0028581,           0.0015908,           0.0062974,           0.0062974,           0.0062974
                 189,            0.025031,           0.0077606,           0.0056156,             0.94946,             0.98331,             0.98517,             0.62266,            0.010205,           0.0029025,           0.0015783,           0.0062776,           0.0062776,           0.0062776
                 190,            0.026323,           0.0068376,           0.0073902,             0.95905,             0.98516,             0.98864,             0.54564,            0.011964,            0.002795,           0.0015495,           0.0062578,           0.0062578,           0.0062578
                 191,             0.02569,           0.0085077,           0.0055515,             0.96621,             0.98956,             0.99068,             0.64238,           0.0091455,           0.0027399,           0.0014761,            0.006238,            0.006238,            0.006238
                 192,            0.028866,           0.0072759,           0.0079577,             0.97871,             0.99459,               0.995,             0.54172,            0.012733,           0.0026798,           0.0014105,           0.0062182,           0.0062182,           0.0062182
                 193,            0.028041,           0.0088407,            0.010038,             0.99174,                   1,               0.995,              0.7535,           0.0072723,           0.0022534,           0.0012921,           0.0061984,           0.0061984,           0.0061984
                 194,            0.023632,           0.0069795,           0.0062632,             0.98991,                   1,               0.995,             0.70469,            0.007488,           0.0021166,           0.0012419,           0.0061786,           0.0061786,           0.0061786
                 195,            0.025425,           0.0089071,           0.0041314,             0.99112,                   1,               0.995,               0.699,           0.0072656,            0.002141,           0.0012017,           0.0061588,           0.0061588,           0.0061588
                 196,            0.026622,           0.0080333,           0.0051604,             0.99274,                   1,               0.995,             0.76003,           0.0067906,           0.0019948,           0.0011807,            0.006139,            0.006139,            0.006139
                 197,            0.025935,           0.0078669,           0.0069316,             0.99351,                   1,               0.995,             0.75764,           0.0061467,           0.0019775,           0.0011628,           0.0061192,           0.0061192,           0.0061192
                 198,            0.023574,           0.0066752,           0.0048918,              0.9955,                   1,               0.995,             0.76827,           0.0070934,           0.0019932,           0.0011361,           0.0060994,           0.0060994,           0.0060994
                 199,             0.02594,            0.007843,            0.012633,             0.99672,                   1,               0.995,              0.7261,           0.0065257,            0.001982,           0.0011209,           0.0060796,           0.0060796,           0.0060796
                 200,            0.025895,            0.007328,           0.0061935,             0.99664,                   1,               0.995,             0.80385,           0.0060173,           0.0019702,           0.0011209,           0.0060598,           0.0060598,           0.0060598
                 201,            0.023662,           0.0072938,            0.027573,             0.99713,                   1,               0.995,             0.80431,           0.0066439,           0.0019826,           0.0011197,             0.00604,             0.00604,             0.00604
                 202,            0.024477,           0.0078916,           0.0046609,               0.997,                   1,               0.995,             0.85976,           0.0060856,           0.0019595,           0.0011304,           0.0060202,           0.0060202,           0.0060202
                 203,            0.026307,           0.0077701,           0.0068068,             0.99667,                   1,               0.995,             0.82663,           0.0063856,           0.0019641,           0.0011357,           0.0060004,           0.0060004,           0.0060004
                 204,            0.023647,           0.0081625,            0.011009,             0.99651,                   1,               0.995,             0.72063,           0.0068963,           0.0020144,           0.0011489,           0.0059806,           0.0059806,           0.0059806
                 205,            0.028793,           0.0078965,           0.0041384,             0.99662,                   1,               0.995,             0.87025,           0.0059575,           0.0019485,            0.001147,           0.0059608,           0.0059608,           0.0059608
                 206,             0.02199,           0.0075001,           0.0044023,             0.99602,                   1,               0.995,              0.7974,           0.0064571,           0.0020486,            0.001162,            0.005941,            0.005941,            0.005941
                 207,            0.022549,           0.0070596,           0.0058314,             0.99567,                   1,               0.995,              0.8553,           0.0053404,           0.0021674,           0.0011645,           0.0059212,           0.0059212,           0.0059212
                 208,            0.025393,           0.0087904,           0.0061685,             0.99582,                   1,               0.995,             0.75825,           0.0068367,           0.0023252,           0.0011748,           0.0059014,           0.0059014,           0.0059014
                 209,             0.02579,            0.007439,            0.005668,              0.9952,                   1,               0.995,             0.70873,           0.0079669,           0.0022916,           0.0011606,           0.0058816,           0.0058816,           0.0058816
                 210,            0.021656,           0.0066843,           0.0080297,             0.99603,                   1,               0.995,             0.82256,           0.0059144,            0.002029,           0.0011472,           0.0058618,           0.0058618,           0.0058618
                 211,            0.020417,           0.0067697,           0.0035652,             0.99684,                   1,               0.995,             0.82843,           0.0065536,           0.0020031,           0.0011333,            0.005842,            0.005842,            0.005842
                 212,            0.028279,           0.0077611,           0.0052849,             0.99697,                   1,               0.995,             0.78014,           0.0056573,           0.0019149,            0.001127,           0.0058222,           0.0058222,           0.0058222
                 213,            0.027621,           0.0075668,           0.0052789,             0.99676,                   1,               0.995,             0.77029,            0.007019,            0.001991,           0.0011106,           0.0058024,           0.0058024,           0.0058024
                 214,            0.021212,           0.0069516,            0.005454,             0.99684,                   1,               0.995,             0.77293,           0.0070744,           0.0019578,           0.0011221,           0.0057826,           0.0057826,           0.0057826
                 215,            0.026675,           0.0066231,           0.0059161,             0.99604,                   1,               0.995,             0.82614,           0.0055357,           0.0019171,           0.0011448,           0.0057628,           0.0057628,           0.0057628
                 216,            0.021645,           0.0074036,           0.0046822,              0.9962,                   1,               0.995,             0.75771,           0.0069155,           0.0019836,           0.0012153,            0.005743,            0.005743,            0.005743
                 217,             0.03079,           0.0061337,           0.0059462,             0.99413,                   1,               0.995,             0.81292,            0.005508,           0.0019297,           0.0012852,           0.0057232,           0.0057232,           0.0057232
                 218,            0.020664,           0.0067233,            0.005286,             0.99345,                   1,               0.995,             0.76633,           0.0069702,           0.0021074,           0.0012998,           0.0057034,           0.0057034,           0.0057034
                 219,            0.023142,           0.0068091,           0.0043051,             0.99509,                   1,               0.995,             0.76768,           0.0062603,           0.0020567,           0.0012026,           0.0056836,           0.0056836,           0.0056836
                 220,             0.02538,           0.0097461,           0.0047094,             0.99505,                   1,               0.995,             0.80646,           0.0071811,           0.0020769,           0.0012032,           0.0056638,           0.0056638,           0.0056638
                 221,            0.024071,           0.0083516,           0.0036795,             0.99482,                   1,               0.995,              0.7997,           0.0070779,           0.0020748,            0.001223,            0.005644,            0.005644,            0.005644
                 222,            0.026513,           0.0084047,           0.0046778,              0.9952,                   1,               0.995,             0.75642,           0.0058932,           0.0019638,           0.0012344,           0.0056242,           0.0056242,           0.0056242
                 223,            0.024966,           0.0069574,           0.0068463,             0.99583,                   1,               0.995,             0.82245,           0.0060613,           0.0019455,           0.0012046,           0.0056044,           0.0056044,           0.0056044
                 224,            0.024208,            0.008656,           0.0062974,             0.99443,             0.98297,               0.995,             0.79266,           0.0062087,           0.0020236,           0.0014113,           0.0055846,           0.0055846,           0.0055846
                 225,            0.025458,           0.0059921,           0.0033862,             0.98611,             0.99642,               0.995,             0.77114,            0.006619,           0.0020842,           0.0013801,           0.0055648,           0.0055648,           0.0055648
                 226,            0.024894,           0.0063875,           0.0063837,             0.99028,             0.98149,               0.995,             0.79034,           0.0061799,           0.0020673,           0.0015224,            0.005545,            0.005545,            0.005545
                 227,            0.024773,           0.0068012,           0.0062735,             0.99124,                   1,               0.995,             0.83839,           0.0058967,           0.0020404,           0.0013574,           0.0055252,           0.0055252,           0.0055252
                 228,            0.024656,            0.006746,           0.0071999,             0.98947,             0.99868,               0.995,             0.82031,           0.0060093,           0.0019459,           0.0014547,           0.0055054,           0.0055054,           0.0055054
                 229,            0.022009,           0.0083059,           0.0056487,              0.9936,             0.98243,               0.995,             0.78881,           0.0071869,           0.0019569,           0.0015167,           0.0054856,           0.0054856,           0.0054856
                 230,              0.0225,           0.0080584,           0.0044167,             0.98263,             0.99282,               0.995,             0.79159,           0.0066748,           0.0019506,           0.0015195,           0.0054658,           0.0054658,           0.0054658
                 231,            0.025882,           0.0066348,           0.0052793,             0.99158,                   1,               0.995,             0.79713,           0.0060023,           0.0019229,           0.0013339,            0.005446,            0.005446,            0.005446
                 232,            0.023125,           0.0084496,           0.0039068,             0.99236,                   1,               0.995,             0.78366,           0.0057017,           0.0018868,           0.0012672,           0.0054262,           0.0054262,           0.0054262
                 233,            0.022733,           0.0074612,           0.0038589,             0.99433,                   1,               0.995,             0.76124,           0.0062099,           0.0019192,           0.0011922,           0.0054064,           0.0054064,           0.0054064
                 234,            0.025179,           0.0072854,           0.0042237,             0.99626,                   1,               0.995,              0.8162,            0.005614,           0.0018811,           0.0011385,           0.0053866,           0.0053866,           0.0053866
                 235,            0.022219,           0.0075932,           0.0049569,              0.9964,                   1,               0.995,             0.80685,           0.0060993,           0.0019201,           0.0010842,           0.0053668,           0.0053668,           0.0053668
                 236,            0.023295,           0.0070489,           0.0043572,             0.99571,                   1,               0.995,             0.82526,           0.0063229,           0.0019325,            0.001082,            0.005347,            0.005347,            0.005347
                 237,            0.026923,           0.0057688,           0.0065747,              0.9959,                   1,               0.995,             0.85568,           0.0051931,           0.0017962,           0.0010676,           0.0053272,           0.0053272,           0.0053272
                 238,            0.020921,            0.006748,           0.0062621,             0.99593,                   1,               0.995,             0.86616,           0.0053721,           0.0018007,           0.0010613,           0.0053074,           0.0053074,           0.0053074
                 239,            0.025234,           0.0059863,           0.0039994,             0.99587,                   1,               0.995,             0.79921,           0.0064012,           0.0018558,           0.0010396,           0.0052876,           0.0052876,           0.0052876
                 240,            0.024391,           0.0083664,           0.0062766,             0.99615,                   1,               0.995,             0.84623,           0.0049372,           0.0017437,           0.0010489,           0.0052678,           0.0052678,           0.0052678
                 241,            0.022526,           0.0067278,           0.0042614,              0.9967,                   1,               0.995,             0.86647,           0.0051907,           0.0017281,           0.0010378,            0.005248,            0.005248,            0.005248
                 242,            0.018512,           0.0049664,           0.0032036,             0.99598,                   1,               0.995,             0.84891,           0.0055454,           0.0017954,            0.001021,           0.0052282,           0.0052282,           0.0052282
                 243,             0.02056,           0.0054814,           0.0046158,             0.99583,                   1,               0.995,             0.81487,           0.0057972,           0.0017758,           0.0010248,           0.0052084,           0.0052084,           0.0052084
                 244,            0.020875,           0.0062678,            0.013139,             0.99579,                   1,               0.995,             0.85581,           0.0047577,            0.001736,           0.0010254,           0.0051886,           0.0051886,           0.0051886
                 245,            0.021684,           0.0079026,           0.0036097,             0.99573,                   1,               0.995,             0.78996,           0.0056621,           0.0017968,           0.0010098,           0.0051688,           0.0051688,           0.0051688
                 246,             0.01981,           0.0074501,           0.0073571,             0.99608,                   1,               0.995,               0.756,            0.005503,            0.001776,          0.00099808,            0.005149,            0.005149,            0.005149
                 247,            0.024093,           0.0070329,           0.0038338,             0.99598,                   1,               0.995,             0.84457,           0.0050612,           0.0017529,          0.00099382,           0.0051292,           0.0051292,           0.0051292
                 248,            0.017215,           0.0068327,           0.0041388,             0.99622,                   1,               0.995,             0.81206,           0.0050557,           0.0017266,          0.00098653,           0.0051094,           0.0051094,           0.0051094
                 249,             0.02359,           0.0063551,           0.0045295,             0.99664,                   1,               0.995,              0.7802,           0.0059971,           0.0018396,          0.00098774,           0.0050896,           0.0050896,           0.0050896
                 250,            0.022258,           0.0081278,            0.004876,              0.9968,                   1,               0.995,             0.81033,           0.0054202,             0.00176,          0.00097984,           0.0050698,           0.0050698,           0.0050698
                 251,            0.022339,            0.006248,           0.0042451,             0.99665,                   1,               0.995,             0.79545,           0.0061352,           0.0018134,          0.00097619,             0.00505,             0.00505,             0.00505
                 252,            0.026108,           0.0064403,           0.0051633,             0.99636,                   1,               0.995,             0.81075,           0.0046976,            0.001695,          0.00096302,           0.0050302,           0.0050302,           0.0050302
                 253,            0.016966,           0.0049296,            0.005054,              0.9965,                   1,               0.995,              0.8577,            0.005326,           0.0017183,          0.00096282,           0.0050104,           0.0050104,           0.0050104
                 254,            0.023545,           0.0084604,           0.0034059,             0.99681,                   1,               0.995,             0.80765,           0.0059855,            0.001752,           0.0009541,           0.0049906,           0.0049906,           0.0049906
                 255,            0.021732,           0.0056946,           0.0029874,              0.9967,                   1,               0.995,             0.77135,           0.0061915,           0.0018485,          0.00097498,           0.0049708,           0.0049708,           0.0049708
                 256,            0.020925,            0.006994,           0.0047194,             0.99616,                   1,               0.995,             0.80808,           0.0054941,           0.0018252,          0.00096788,            0.004951,            0.004951,            0.004951
                 257,            0.024249,           0.0084681,           0.0049776,             0.99582,                   1,               0.995,             0.80404,           0.0056739,           0.0019165,          0.00097559,           0.0049312,           0.0049312,           0.0049312
                 258,            0.021506,           0.0072888,           0.0046345,             0.99568,                   1,               0.995,             0.78638,            0.006678,           0.0019364,          0.00095998,           0.0049114,           0.0049114,           0.0049114
                 259,             0.02282,           0.0077855,           0.0065808,             0.99578,                   1,               0.995,             0.83995,           0.0051568,           0.0017522,          0.00096687,           0.0048916,           0.0048916,           0.0048916
                 260,            0.020623,           0.0056679,           0.0058037,             0.99629,                   1,               0.995,             0.80835,           0.0059794,           0.0017427,          0.00096444,           0.0048718,           0.0048718,           0.0048718
                 261,             0.02252,           0.0077409,           0.0076443,             0.99573,                   1,               0.995,             0.84199,           0.0053487,            0.001729,          0.00097477,            0.004852,            0.004852,            0.004852
                 262,            0.021001,           0.0076713,           0.0062027,             0.99573,                   1,               0.995,             0.81103,            0.006582,           0.0017873,          0.00096343,           0.0048322,           0.0048322,           0.0048322
                 263,            0.026871,           0.0071875,           0.0042187,             0.99568,                   1,               0.995,             0.83308,            0.005062,            0.001722,          0.00098531,           0.0048124,           0.0048124,           0.0048124
                 264,            0.020159,           0.0066816,           0.0040233,               0.996,                   1,               0.995,             0.83362,           0.0056665,           0.0017578,          0.00097862,           0.0047926,           0.0047926,           0.0047926
                 265,            0.022497,           0.0066652,           0.0044009,             0.99653,                   1,               0.995,             0.82309,           0.0063108,           0.0018595,           0.0009922,           0.0047728,           0.0047728,           0.0047728
                 266,            0.019975,           0.0064137,           0.0041459,             0.99636,                   1,               0.995,             0.83092,           0.0050102,           0.0017032,          0.00097498,            0.004753,            0.004753,            0.004753
                 267,            0.020857,           0.0067318,           0.0032887,             0.99653,                   1,               0.995,             0.77147,           0.0062679,           0.0018314,          0.00098187,           0.0047332,           0.0047332,           0.0047332
                 268,            0.020616,           0.0073614,           0.0048347,             0.99659,                   1,               0.995,             0.86513,           0.0050581,           0.0017363,          0.00096626,           0.0047134,           0.0047134,           0.0047134
                 269,            0.021928,           0.0076208,           0.0045994,             0.99633,                   1,               0.995,             0.75316,           0.0068981,           0.0018591,          0.00098916,           0.0046936,           0.0046936,           0.0046936
                 270,             0.02152,           0.0069193,            0.005077,             0.99699,                   1,               0.995,             0.85315,           0.0046331,           0.0017074,          0.00098268,           0.0046738,           0.0046738,           0.0046738
                 271,            0.022521,            0.008675,           0.0089172,             0.99685,                   1,               0.995,             0.81915,           0.0055241,           0.0017783,          0.00098916,            0.004654,            0.004654,            0.004654
                 272,            0.024504,           0.0069203,           0.0051264,              0.9971,                   1,               0.995,             0.83247,           0.0048865,           0.0017204,          0.00096768,           0.0046342,           0.0046342,           0.0046342
                 273,            0.020493,           0.0082055,           0.0055783,             0.99606,                   1,               0.995,             0.82245,           0.0052603,           0.0017579,           0.0009847,           0.0046144,           0.0046144,           0.0046144
                 274,            0.021264,            0.006912,            0.003913,             0.99619,                   1,               0.995,             0.78958,           0.0059343,           0.0018028,          0.00096383,           0.0045946,           0.0045946,           0.0045946
                 275,            0.019328,           0.0070523,           0.0032773,             0.99614,                   1,               0.995,             0.84418,           0.0055036,           0.0017937,          0.00097721,           0.0045748,           0.0045748,           0.0045748
                 276,            0.022811,           0.0069204,           0.0034233,              0.9962,                   1,               0.995,             0.80164,           0.0048027,           0.0017423,          0.00096099,            0.004555,            0.004555,            0.004555
                 277,            0.019733,           0.0057644,           0.0041247,             0.99666,                   1,               0.995,             0.81235,           0.0056916,           0.0018323,          0.00097518,           0.0045352,           0.0045352,           0.0045352
                 278,            0.021047,           0.0073572,           0.0046735,             0.99651,                   1,               0.995,             0.85225,           0.0047779,           0.0017588,          0.00096363,           0.0045154,           0.0045154,           0.0045154
                 279,            0.022111,           0.0072942,           0.0049626,             0.99633,                   1,               0.995,             0.84805,           0.0055578,           0.0018391,          0.00095694,           0.0044956,           0.0044956,           0.0044956
                 280,            0.018733,           0.0062613,            0.006656,             0.99645,                   1,               0.995,             0.85445,           0.0047442,            0.001751,          0.00093627,           0.0044758,           0.0044758,           0.0044758
                 281,            0.025565,           0.0094271,           0.0057619,             0.99705,                   1,               0.995,             0.83833,           0.0047371,           0.0017419,          0.00092674,            0.004456,            0.004456,            0.004456
                 282,             0.01768,           0.0076474,           0.0030431,             0.99658,                   1,               0.995,              0.8735,           0.0053226,           0.0017842,          0.00091459,           0.0044362,           0.0044362,           0.0044362
                 283,            0.021754,           0.0062173,           0.0032639,             0.99656,                   1,               0.995,             0.79586,           0.0053432,           0.0017912,           0.0009083,           0.0044164,           0.0044164,           0.0044164
                 284,             0.01893,           0.0071135,           0.0039337,             0.99711,                   1,               0.995,             0.86182,           0.0049135,           0.0017294,          0.00090729,           0.0043966,           0.0043966,           0.0043966
                 285,            0.018134,           0.0060217,           0.0046122,             0.99708,                   1,               0.995,             0.81605,           0.0052058,           0.0016891,          0.00090486,           0.0043768,           0.0043768,           0.0043768
                 286,            0.021563,           0.0069532,           0.0032513,             0.99713,                   1,               0.995,             0.82016,           0.0052473,           0.0016908,          0.00091256,            0.004357,            0.004357,            0.004357
                 287,            0.024044,           0.0056951,            0.010149,             0.99712,                   1,               0.995,             0.85024,           0.0046057,           0.0016279,          0.00090141,           0.0043372,           0.0043372,           0.0043372
                 288,            0.019628,            0.007176,           0.0071773,             0.99711,                   1,               0.995,              0.8293,           0.0050726,           0.0016644,          0.00089999,           0.0043174,           0.0043174,           0.0043174
                 289,            0.024403,           0.0074027,           0.0047543,             0.99666,                   1,               0.995,             0.85261,           0.0056613,           0.0016803,           0.0008854,           0.0042976,           0.0042976,           0.0042976
                 290,            0.021107,           0.0077294,           0.0039625,             0.99694,                   1,               0.995,             0.84539,           0.0042818,           0.0016109,          0.00089635,           0.0042778,           0.0042778,           0.0042778
                 291,            0.017666,           0.0059996,           0.0035111,             0.99688,                   1,               0.995,             0.84543,           0.0049134,           0.0016235,           0.0008775,            0.004258,            0.004258,            0.004258
                 292,            0.020865,           0.0050057,            0.003123,             0.99688,                   1,               0.995,             0.76816,           0.0059869,           0.0017054,          0.00087912,           0.0042382,           0.0042382,           0.0042382
                 293,            0.021984,           0.0066473,           0.0032892,             0.99686,                   1,               0.995,             0.86337,           0.0046056,           0.0015916,          0.00087284,           0.0042184,           0.0042184,           0.0042184
                 294,            0.020379,           0.0068265,           0.0034835,             0.99647,                   1,               0.995,             0.80476,           0.0058663,           0.0016979,          0.00087365,           0.0041986,           0.0041986,           0.0041986
                 295,            0.020713,           0.0066159,           0.0055078,             0.99616,                   1,               0.995,             0.86443,           0.0044453,           0.0015708,          0.00086777,           0.0041788,           0.0041788,           0.0041788
                 296,             0.01562,           0.0056986,           0.0045509,             0.99617,                   1,               0.995,             0.84728,            0.004626,           0.0015649,          0.00087122,            0.004159,            0.004159,            0.004159
                 297,            0.020012,           0.0072697,           0.0032231,             0.99593,                   1,               0.995,              0.8173,           0.0061746,           0.0016707,          0.00086433,           0.0041392,           0.0041392,           0.0041392
                 298,            0.025521,            0.007924,           0.0065456,             0.99591,                   1,               0.995,             0.85502,            0.004667,            0.001571,          0.00087385,           0.0041194,           0.0041194,           0.0041194
                 299,            0.021295,           0.0073888,           0.0055716,             0.99599,                   1,               0.995,             0.85637,           0.0050852,           0.0016078,          0.00086818,           0.0040996,           0.0040996,           0.0040996
                 300,             0.01965,           0.0065334,           0.0038131,             0.99617,                   1,               0.995,             0.83064,           0.0047369,           0.0015643,           0.0008625,           0.0040798,           0.0040798,           0.0040798
                 301,            0.018322,           0.0054837,           0.0066007,             0.99619,                   1,               0.995,             0.86106,           0.0042238,           0.0015552,          0.00086473,             0.00406,             0.00406,             0.00406
                 302,            0.017349,           0.0066344,           0.0047222,             0.99634,                   1,               0.995,             0.75934,           0.0063717,           0.0017371,          0.00086129,           0.0040402,           0.0040402,           0.0040402
                 303,            0.022368,           0.0071385,           0.0047432,             0.99636,                   1,               0.995,             0.85011,           0.0048449,           0.0016082,          0.00086575,           0.0040204,           0.0040204,           0.0040204
                 304,             0.01787,           0.0062012,           0.0032561,             0.99659,                   1,               0.995,             0.83627,           0.0050533,           0.0016145,          0.00086858,           0.0040006,           0.0040006,           0.0040006
                 305,              0.0201,           0.0052041,           0.0030015,             0.99659,                   1,               0.995,             0.84988,           0.0048594,           0.0015896,          0.00085946,           0.0039808,           0.0039808,           0.0039808
                 306,            0.018567,           0.0071301,            0.006205,             0.99663,                   1,               0.995,             0.84762,           0.0048326,           0.0015915,          0.00085561,            0.003961,            0.003961,            0.003961
                 307,            0.020392,           0.0072592,           0.0050313,             0.99668,                   1,               0.995,             0.84013,           0.0049515,           0.0015816,          0.00084589,           0.0039412,           0.0039412,           0.0039412
                 308,            0.019797,            0.006034,           0.0035385,             0.99709,                   1,               0.995,             0.81987,           0.0052981,           0.0016521,          0.00084974,           0.0039214,           0.0039214,           0.0039214
                 309,            0.017343,           0.0053781,           0.0032906,              0.9973,                   1,               0.995,             0.81553,           0.0054193,           0.0016701,          0.00084183,           0.0039016,           0.0039016,           0.0039016
                 310,            0.022709,           0.0082146,           0.0049726,             0.99708,                   1,               0.995,              0.8432,           0.0044991,            0.001665,          0.00084953,           0.0038818,           0.0038818,           0.0038818
                 311,            0.018444,           0.0068319,           0.0052923,             0.99677,                   1,               0.995,             0.82784,           0.0049604,           0.0017008,          0.00084426,            0.003862,            0.003862,            0.003862
                 312,            0.018025,            0.008154,            0.005065,              0.9969,                   1,               0.995,             0.84692,            0.004515,            0.001647,          0.00084041,           0.0038422,           0.0038422,           0.0038422
                 313,              0.0207,           0.0059842,           0.0048909,             0.99718,                   1,               0.995,             0.81421,            0.005608,           0.0017121,          0.00083028,           0.0038224,           0.0038224,           0.0038224
                 314,            0.020773,           0.0062522,           0.0041662,             0.99702,                   1,               0.995,             0.86612,           0.0041699,           0.0016228,          0.00083981,           0.0038026,           0.0038026,           0.0038026
