               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 315,            0.017449,           0.0049087,            0.003042,             0.99679,                   1,               0.995,             0.77855,           0.0064657,           0.0017787,          0.00083474,           0.0037828,           0.0037828,           0.0037828
                 316,            0.020375,           0.0077417,           0.0022196,             0.99674,                   1,               0.995,             0.85736,           0.0041967,           0.0015956,          0.00084163,            0.003763,            0.003763,            0.003763
                 317,            0.018015,            0.006466,             0.00342,             0.99722,                   1,               0.995,             0.80035,           0.0055226,           0.0016956,          0.00083494,           0.0037432,           0.0037432,           0.0037432
                 318,             0.01892,             0.00659,           0.0027219,             0.99719,                   1,               0.995,             0.86737,           0.0042535,           0.0016264,           0.0008392,           0.0037234,           0.0037234,           0.0037234
                 319,            0.021322,           0.0065555,           0.0031488,              0.9973,                   1,               0.995,             0.81802,           0.0051437,           0.0016879,           0.0008317,           0.0037036,           0.0037036,           0.0037036
                 320,            0.020118,           0.0057625,           0.0024908,              0.9972,                   1,               0.995,             0.82723,           0.0046734,           0.0016869,          0.00084102,           0.0036838,           0.0036838,           0.0036838
                 321,            0.018421,           0.0063294,           0.0043663,             0.99717,                   1,               0.995,             0.85904,           0.0048318,            0.001692,           0.0008392,            0.003664,            0.003664,            0.003664
                 322,            0.017961,           0.0051353,           0.0035982,              0.9972,                   1,               0.995,             0.87384,           0.0047063,            0.001657,          0.00084386,           0.0036442,           0.0036442,           0.0036442
                 323,            0.020359,           0.0052424,           0.0035006,             0.99736,                   1,               0.995,             0.87088,           0.0044876,           0.0016092,          0.00083899,           0.0036244,           0.0036244,           0.0036244
                 324,            0.018814,           0.0064414,           0.0028826,             0.99731,                   1,               0.995,             0.86653,           0.0044588,           0.0016113,          0.00084467,           0.0036046,           0.0036046,           0.0036046
                 325,            0.019867,           0.0067151,           0.0032621,              0.9973,                   1,               0.995,             0.87807,           0.0043137,           0.0015923,          0.00084264,           0.0035848,           0.0035848,           0.0035848
                 326,            0.016627,            0.005703,           0.0026279,             0.99714,                   1,               0.995,             0.86425,           0.0044314,           0.0015906,          0.00084649,            0.003565,            0.003565,            0.003565
                 327,            0.017785,           0.0076052,           0.0039926,             0.99707,                   1,               0.995,             0.86762,           0.0052964,           0.0016476,          0.00083859,           0.0035452,           0.0035452,           0.0035452
                 328,            0.019677,           0.0074371,            0.008819,             0.99677,                   1,               0.995,             0.86567,           0.0042486,           0.0015655,          0.00084285,           0.0035254,           0.0035254,           0.0035254
                 329,            0.018643,           0.0058683,           0.0026209,              0.9969,                   1,               0.995,             0.87697,           0.0050225,           0.0016205,           0.0008315,           0.0035056,           0.0035056,           0.0035056
                 330,            0.022016,           0.0076178,           0.0046752,             0.99712,                   1,               0.995,             0.86067,            0.004409,           0.0016034,          0.00083433,           0.0034858,           0.0034858,           0.0034858
                 331,            0.019525,           0.0071305,           0.0035796,             0.99723,                   1,               0.995,             0.85778,           0.0044126,           0.0016006,          0.00082643,            0.003466,            0.003466,            0.003466
                 332,            0.018585,           0.0069373,            0.012385,             0.99718,                   1,               0.995,             0.84571,           0.0044006,            0.001599,           0.0008242,           0.0034462,           0.0034462,           0.0034462
                 333,            0.017629,           0.0073894,           0.0030851,             0.99709,                   1,               0.995,             0.86104,           0.0043224,           0.0015723,          0.00081528,           0.0034264,           0.0034264,           0.0034264
                 334,            0.018461,           0.0079183,           0.0030371,             0.99697,                   1,               0.995,             0.86672,            0.004141,           0.0015847,          0.00081711,           0.0034066,           0.0034066,           0.0034066
                 335,            0.020011,           0.0086635,           0.0050239,             0.99663,                   1,               0.995,             0.85304,           0.0042173,           0.0015913,          0.00082096,           0.0033868,           0.0033868,           0.0033868
                 336,            0.017184,           0.0066485,           0.0031276,             0.99656,                   1,               0.995,             0.87814,           0.0042305,           0.0016151,          0.00082623,            0.003367,            0.003367,            0.003367
                 337,            0.018317,           0.0058641,           0.0031516,             0.99664,                   1,               0.995,             0.87535,           0.0044944,           0.0016599,          0.00082461,           0.0033472,           0.0033472,           0.0033472
                 338,            0.018665,           0.0059397,           0.0042713,             0.99668,                   1,               0.995,             0.84862,           0.0050992,           0.0017096,           0.0008244,           0.0033274,           0.0033274,           0.0033274
                 339,            0.018331,           0.0074857,           0.0061854,              0.9966,                   1,               0.995,             0.85888,             0.00427,           0.0016298,          0.00082461,           0.0033076,           0.0033076,           0.0033076
                 340,            0.016496,           0.0062231,           0.0026527,              0.9966,                   1,               0.995,             0.84136,           0.0046235,           0.0016317,          0.00082197,           0.0032878,           0.0032878,           0.0032878
                 341,            0.019919,           0.0074147,           0.0050096,             0.99659,                   1,               0.995,             0.85304,           0.0041154,           0.0015957,          0.00081427,            0.003268,            0.003268,            0.003268
                 342,             0.01934,           0.0073182,           0.0031577,             0.99658,                   1,               0.995,             0.83772,           0.0049115,            0.001686,          0.00081346,           0.0032482,           0.0032482,           0.0032482
                 343,            0.017124,            0.005276,            0.002437,             0.99644,                   1,               0.995,             0.85105,            0.004528,           0.0016588,          0.00080616,           0.0032284,           0.0032284,           0.0032284
                 344,            0.016901,           0.0067613,            0.002403,             0.99649,                   1,               0.995,             0.86334,            0.004254,           0.0015939,          0.00080961,           0.0032086,           0.0032086,           0.0032086
                 345,            0.020064,           0.0057409,           0.0032778,             0.99631,                   1,               0.995,             0.82165,           0.0049762,           0.0016501,          0.00079927,           0.0031888,           0.0031888,           0.0031888
                 346,            0.017502,            0.005346,            0.002524,             0.99643,                   1,               0.995,              0.8689,           0.0038992,           0.0015641,          0.00080333,            0.003169,            0.003169,            0.003169
                 347,            0.018514,           0.0058677,            0.002807,             0.99648,                   1,               0.995,             0.82814,           0.0050614,           0.0016673,          0.00079664,           0.0031492,           0.0031492,           0.0031492
                 348,            0.017511,           0.0062386,           0.0029277,             0.99662,                   1,               0.995,             0.86994,            0.004357,            0.001651,          0.00079563,           0.0031294,           0.0031294,           0.0031294
                 349,            0.018869,           0.0080829,           0.0032114,             0.99662,                   1,               0.995,             0.85771,           0.0041379,           0.0016378,          0.00079137,           0.0031096,           0.0031096,           0.0031096
                 350,            0.016192,           0.0059339,           0.0023149,             0.99649,                   1,               0.995,             0.85552,           0.0044298,           0.0016605,           0.0007861,           0.0030898,           0.0030898,           0.0030898
                 351,            0.016167,           0.0051991,            0.002186,              0.9962,                   1,               0.995,             0.85926,           0.0040899,           0.0016031,          0.00078164,             0.00307,             0.00307,             0.00307
                 352,            0.017506,           0.0061232,           0.0023506,             0.99598,                   1,               0.995,             0.84359,           0.0042642,           0.0016046,          0.00077658,           0.0030502,           0.0030502,           0.0030502
                 353,             0.01534,           0.0051652,           0.0041621,              0.9962,                   1,               0.995,             0.85476,            0.004516,           0.0016204,           0.0007709,           0.0030304,           0.0030304,           0.0030304
                 354,            0.016161,           0.0076937,           0.0019735,             0.99632,                   1,               0.995,              0.8508,           0.0043095,           0.0016246,          0.00076766,           0.0030106,           0.0030106,           0.0030106
                 355,            0.017319,           0.0071564,            0.002688,             0.99629,                   1,               0.995,             0.86013,           0.0042852,           0.0016117,            0.000763,           0.0029908,           0.0029908,           0.0029908
                 356,            0.016503,           0.0067016,           0.0021744,             0.99612,                   1,               0.995,              0.8728,           0.0044854,           0.0016361,          0.00075753,            0.002971,            0.002971,            0.002971
                 357,            0.018898,           0.0052926,           0.0024692,             0.99619,                   1,               0.995,              0.8608,           0.0040297,           0.0015806,          0.00075428,           0.0029512,           0.0029512,           0.0029512
                 358,            0.018438,           0.0059219,             0.00259,             0.99596,                   1,               0.995,             0.84248,           0.0042851,           0.0016069,          0.00074942,           0.0029314,           0.0029314,           0.0029314
                 359,            0.016229,           0.0060307,           0.0031862,             0.99597,                   1,               0.995,             0.82041,           0.0048113,           0.0016278,          0.00074618,           0.0029116,           0.0029116,           0.0029116
                 360,            0.016928,           0.0056095,           0.0028839,             0.99581,                   1,               0.995,             0.83191,             0.00464,            0.001636,          0.00074172,           0.0028918,           0.0028918,           0.0028918
                 361,            0.016083,           0.0064397,           0.0038338,             0.99576,                   1,               0.995,             0.83956,           0.0041986,           0.0016104,          0.00073909,            0.002872,            0.002872,            0.002872
                 362,            0.016511,            0.005693,           0.0033042,             0.99553,                   1,               0.995,             0.82018,           0.0050459,           0.0016916,          0.00073402,           0.0028522,           0.0028522,           0.0028522
                 363,            0.017478,            0.006135,            0.011092,             0.99595,                   1,               0.995,             0.87748,           0.0042639,           0.0016634,          0.00073199,           0.0028324,           0.0028324,           0.0028324
                 364,            0.018641,           0.0061389,           0.0032712,             0.99586,                   1,               0.995,             0.80268,           0.0048049,           0.0017106,          0.00072652,           0.0028126,           0.0028126,           0.0028126
                 365,            0.017964,           0.0056041,           0.0026529,             0.99568,                   1,               0.995,             0.88246,           0.0037229,           0.0015912,          0.00072916,           0.0027928,           0.0027928,           0.0027928
                 366,            0.015503,            0.004503,           0.0025657,              0.9955,                   1,               0.995,              0.8222,           0.0047337,           0.0016745,           0.0007251,            0.002773,            0.002773,            0.002773
                 367,            0.017215,           0.0058888,            0.019607,             0.99555,                   1,               0.995,             0.87731,           0.0039314,           0.0016075,          0.00072834,           0.0027532,           0.0027532,           0.0027532
                 368,            0.015566,           0.0056681,           0.0040781,             0.99583,                   1,               0.995,              0.8386,           0.0042041,           0.0016639,          0.00072531,           0.0027334,           0.0027334,           0.0027334
                 369,            0.017116,           0.0064041,           0.0043646,             0.99595,                   1,               0.995,             0.88477,           0.0039896,           0.0016277,          0.00071821,           0.0027136,           0.0027136,           0.0027136
                 370,            0.014538,           0.0049657,           0.0038416,             0.99625,                   1,               0.995,             0.84296,           0.0043401,           0.0016825,          0.00070848,           0.0026938,           0.0026938,           0.0026938
                 371,            0.018289,           0.0060402,           0.0027473,              0.9965,                   1,               0.995,             0.88017,           0.0041622,           0.0016516,          0.00070322,            0.002674,            0.002674,            0.002674
                 372,             0.01815,           0.0061415,            0.002688,              0.9967,                   1,               0.995,             0.81313,           0.0045877,           0.0017103,          0.00070058,           0.0026542,           0.0026542,           0.0026542
                 373,            0.018904,           0.0069997,            0.003451,             0.99683,                   1,               0.995,             0.87643,           0.0038603,           0.0016377,          0.00069937,           0.0026344,           0.0026344,           0.0026344
                 374,            0.014388,           0.0054667,           0.0018927,             0.99685,                   1,               0.995,             0.87049,           0.0041961,           0.0016421,          0.00069673,           0.0026146,           0.0026146,           0.0026146
                 375,            0.015778,           0.0051252,           0.0020825,             0.99677,                   1,               0.995,              0.8601,           0.0039541,           0.0015901,           0.0006943,           0.0025948,           0.0025948,           0.0025948
                 376,            0.016329,           0.0061496,           0.0026378,             0.99679,                   1,               0.995,             0.87534,            0.003942,           0.0015671,          0.00069491,            0.002575,            0.002575,            0.002575
                 377,            0.018271,           0.0068319,           0.0032257,             0.99701,                   1,               0.995,             0.85392,           0.0041767,           0.0015837,          0.00069592,           0.0025552,           0.0025552,           0.0025552
                 378,            0.017111,           0.0076145,           0.0026709,             0.99701,                   1,               0.995,             0.88005,           0.0040169,           0.0015607,          0.00069754,           0.0025354,           0.0025354,           0.0025354
                 379,            0.015885,           0.0053487,           0.0043564,             0.99693,                   1,               0.995,             0.88892,           0.0035883,           0.0014953,          0.00069511,           0.0025156,           0.0025156,           0.0025156
                 380,            0.014924,           0.0068299,           0.0021064,             0.99691,                   1,               0.995,             0.89996,           0.0038324,           0.0015009,          0.00069247,           0.0024958,           0.0024958,           0.0024958
                 381,            0.013893,           0.0060878,           0.0081976,             0.99675,                   1,               0.995,             0.89349,            0.003958,           0.0015123,          0.00069207,            0.002476,            0.002476,            0.002476
                 382,            0.016664,            0.006011,           0.0020494,             0.99659,                   1,               0.995,             0.86911,           0.0041426,           0.0015313,          0.00069025,           0.0024562,           0.0024562,           0.0024562
                 383,            0.015706,           0.0058157,            0.005105,             0.99633,                   1,               0.995,             0.86574,           0.0040963,           0.0015456,          0.00069166,           0.0024364,           0.0024364,           0.0024364
                 384,            0.013974,           0.0047887,           0.0032129,             0.99648,                   1,               0.995,             0.88523,           0.0038989,           0.0015536,          0.00069106,           0.0024166,           0.0024166,           0.0024166
                 385,            0.015797,           0.0082389,            0.003226,             0.99633,                   1,               0.995,             0.87155,           0.0040624,           0.0015437,          0.00068923,           0.0023968,           0.0023968,           0.0023968
                 386,            0.017954,           0.0060974,           0.0038608,             0.99631,                   1,               0.995,             0.88927,           0.0040261,           0.0015283,          0.00068741,            0.002377,            0.002377,            0.002377
                 387,            0.016888,           0.0069618,           0.0033298,             0.99639,                   1,               0.995,             0.88415,           0.0037782,           0.0014955,          0.00068761,           0.0023572,           0.0023572,           0.0023572
                 388,            0.016037,           0.0062996,           0.0031759,             0.99644,                   1,               0.995,             0.89953,           0.0041286,           0.0015131,            0.000687,           0.0023374,           0.0023374,           0.0023374
                 389,            0.014818,           0.0058604,           0.0033226,              0.9966,                   1,               0.995,              0.8851,           0.0037031,           0.0014748,            0.000687,           0.0023176,           0.0023176,           0.0023176
                 390,            0.015192,            0.006577,           0.0022306,             0.99656,                   1,               0.995,             0.90294,           0.0040442,           0.0015004,          0.00068396,           0.0022978,           0.0022978,           0.0022978
                 391,            0.014781,           0.0046288,           0.0028427,             0.99657,                   1,               0.995,              0.8814,           0.0037704,           0.0014576,          0.00068538,            0.002278,            0.002278,            0.002278
                 392,            0.015303,           0.0052329,           0.0020368,             0.99663,                   1,               0.995,             0.89087,           0.0040176,           0.0014947,          0.00068477,           0.0022582,           0.0022582,           0.0022582
                 393,            0.015837,           0.0066345,           0.0039336,             0.99676,                   1,               0.995,             0.87326,            0.003897,           0.0014971,          0.00068153,           0.0022384,           0.0022384,           0.0022384
                 394,            0.016717,           0.0067918,           0.0020019,             0.99682,                   1,               0.995,             0.89659,           0.0037237,           0.0014772,          0.00068011,           0.0022186,           0.0022186,           0.0022186
                 395,            0.016031,           0.0080207,           0.0042849,             0.99683,                   1,               0.995,               0.876,           0.0038963,           0.0014867,          0.00067363,           0.0021988,           0.0021988,           0.0021988
                 396,            0.015871,           0.0076983,           0.0022154,             0.99695,                   1,               0.995,             0.89047,           0.0040729,           0.0014876,          0.00067039,            0.002179,            0.002179,            0.002179
                 397,            0.017945,           0.0059333,           0.0036519,             0.99704,                   1,               0.995,             0.85005,           0.0041325,           0.0014744,          0.00066856,           0.0021592,           0.0021592,           0.0021592
                 398,            0.014052,           0.0062985,            0.001743,             0.99711,                   1,               0.995,             0.88601,           0.0037055,           0.0014563,          0.00066957,           0.0021394,           0.0021394,           0.0021394
                 399,            0.014544,           0.0063211,           0.0024196,             0.99717,                   1,               0.995,             0.85887,             0.00397,           0.0014648,          0.00066836,           0.0021196,           0.0021196,           0.0021196
                 400,            0.017706,           0.0062386,           0.0030838,             0.99722,                   1,               0.995,             0.88367,           0.0039676,           0.0014591,          0.00066998,           0.0020998,           0.0020998,           0.0020998
                 401,            0.016316,             0.00608,           0.0038109,             0.99715,                   1,               0.995,              0.8841,           0.0035408,            0.001409,          0.00066694,             0.00208,             0.00208,             0.00208
                 402,             0.01387,           0.0051911,           0.0022707,             0.99723,                   1,               0.995,             0.88192,           0.0036742,           0.0014419,          0.00066694,           0.0020602,           0.0020602,           0.0020602
                 403,            0.013048,           0.0058874,           0.0023808,             0.99724,                   1,               0.995,             0.88029,           0.0034624,           0.0014324,          0.00066512,           0.0020404,           0.0020404,           0.0020404
                 404,            0.015612,           0.0070928,           0.0024454,             0.99716,                   1,               0.995,             0.89095,           0.0039221,           0.0014706,          0.00066289,           0.0020206,           0.0020206,           0.0020206
                 405,            0.016255,           0.0066414,           0.0019122,             0.99708,                   1,               0.995,             0.88571,           0.0036925,           0.0014534,          0.00066005,           0.0020008,           0.0020008,           0.0020008
                 406,            0.015258,           0.0062086,           0.0021441,             0.99691,                   1,               0.995,             0.89625,           0.0034392,           0.0014205,          0.00065964,            0.001981,            0.001981,            0.001981
                 407,            0.013963,           0.0062229,           0.0032248,             0.99688,                   1,               0.995,             0.89496,           0.0036776,           0.0014439,          0.00065681,           0.0019612,           0.0019612,           0.0019612
                 408,            0.015647,           0.0049106,           0.0020508,             0.99669,                   1,               0.995,             0.90328,           0.0033276,           0.0014082,          0.00065458,           0.0019414,           0.0019414,           0.0019414
                 409,            0.014917,           0.0057968,           0.0017763,             0.99642,                   1,               0.995,             0.89899,           0.0038172,           0.0014674,          0.00065073,           0.0019216,           0.0019216,           0.0019216
                 410,            0.014388,           0.0068838,           0.0019999,              0.9961,                   1,               0.995,             0.91726,           0.0033165,           0.0014164,          0.00064485,           0.0019018,           0.0019018,           0.0019018
                 411,            0.015522,           0.0049271,           0.0018386,             0.99578,                   1,               0.995,             0.89853,           0.0035601,           0.0014341,          0.00063472,            0.001882,            0.001882,            0.001882
                 412,            0.013979,            0.006215,           0.0027887,             0.99611,                   1,               0.995,             0.90982,            0.003534,           0.0014574,          0.00063249,           0.0018622,           0.0018622,           0.0018622
                 413,            0.014365,           0.0042397,           0.0086582,             0.99635,                   1,               0.995,             0.90242,           0.0033637,           0.0014658,          0.00062925,           0.0018424,           0.0018424,           0.0018424
                 414,            0.013041,            0.005923,           0.0022765,             0.99647,                   1,               0.995,             0.89102,           0.0034446,           0.0014961,          0.00062742,           0.0018226,           0.0018226,           0.0018226
                 415,            0.014366,           0.0070944,           0.0021357,             0.99652,                   1,               0.995,             0.89075,           0.0037795,           0.0015555,          0.00062175,           0.0018028,           0.0018028,           0.0018028
                 416,             0.01548,           0.0071197,           0.0032251,             0.99651,                   1,               0.995,             0.90583,           0.0035305,             0.00152,          0.00061384,            0.001783,            0.001783,            0.001783
                 417,            0.015976,           0.0055934,             0.00288,             0.99656,                   1,               0.995,             0.89146,           0.0038208,           0.0015427,          0.00060614,           0.0017632,           0.0017632,           0.0017632
                 418,            0.014935,           0.0066901,           0.0024294,             0.99645,                   1,               0.995,             0.89502,            0.003438,           0.0014783,          0.00060533,           0.0017434,           0.0017434,           0.0017434
                 419,            0.014309,           0.0038206,           0.0015254,             0.99638,                   1,               0.995,             0.87104,           0.0039836,           0.0015379,          0.00060027,           0.0017236,           0.0017236,           0.0017236
                 420,            0.013291,           0.0060086,           0.0025745,             0.99632,                   1,               0.995,             0.90752,           0.0034184,           0.0014506,          0.00059743,           0.0017038,           0.0017038,           0.0017038
                 421,            0.014659,           0.0068747,            0.002719,             0.99623,                   1,               0.995,             0.85506,           0.0039632,           0.0014983,           0.0005954,            0.001684,            0.001684,            0.001684
                 422,            0.014225,           0.0057754,           0.0021578,             0.99622,                   1,               0.995,             0.88502,           0.0034725,           0.0014426,          0.00059459,           0.0016642,           0.0016642,           0.0016642
                 423,            0.013246,            0.006336,           0.0030058,             0.99615,                   1,               0.995,             0.86786,           0.0038082,           0.0014798,          0.00059196,           0.0016444,           0.0016444,           0.0016444
                 424,            0.013124,           0.0057539,           0.0017612,             0.99585,                   1,               0.995,             0.90117,           0.0033445,           0.0014211,          0.00058932,           0.0016246,           0.0016246,           0.0016246
                 425,            0.013194,           0.0054102,           0.0017567,             0.99565,                   1,               0.995,             0.87745,            0.003461,           0.0014229,          0.00058709,           0.0016048,           0.0016048,           0.0016048
                 426,            0.015004,           0.0058873,           0.0023116,             0.99545,                   1,               0.995,             0.90087,           0.0033809,           0.0014075,          0.00058405,            0.001585,            0.001585,            0.001585
                 427,            0.013399,            0.005516,           0.0023732,             0.99559,                   1,               0.995,             0.88031,           0.0036501,           0.0014389,          0.00058304,           0.0015652,           0.0015652,           0.0015652
                 428,            0.012552,           0.0050805,           0.0021912,             0.99567,                   1,               0.995,             0.89231,            0.003479,           0.0014209,          0.00058061,           0.0015454,           0.0015454,           0.0015454
                 429,            0.012836,           0.0048206,           0.0036501,             0.99549,                   1,               0.995,             0.88217,           0.0036227,           0.0014274,          0.00057777,           0.0015256,           0.0015256,           0.0015256
                 430,             0.01342,           0.0065858,           0.0015658,             0.99547,                   1,               0.995,             0.90314,           0.0034684,            0.001407,          0.00057473,           0.0015058,           0.0015058,           0.0015058
                 431,            0.015166,           0.0069067,           0.0032648,             0.99554,                   1,               0.995,             0.88969,           0.0035858,           0.0014304,          0.00057169,            0.001486,            0.001486,            0.001486
                 432,            0.014237,           0.0074643,            0.001772,             0.99557,                   1,               0.995,             0.90429,           0.0033154,           0.0014099,          0.00056906,           0.0014662,           0.0014662,           0.0014662
                 433,            0.014165,            0.005847,           0.0034351,             0.99563,                   1,               0.995,             0.88952,           0.0037384,           0.0014485,          0.00056338,           0.0014464,           0.0014464,           0.0014464
                 434,            0.013563,           0.0050835,           0.0017248,             0.99576,                   1,               0.995,              0.8974,           0.0034366,           0.0014126,          0.00056014,           0.0014266,           0.0014266,           0.0014266
                 435,            0.013158,            0.004892,           0.0020049,             0.99591,                   1,               0.995,             0.89525,           0.0035867,           0.0014354,          0.00055588,           0.0014068,           0.0014068,           0.0014068
                 436,            0.013039,           0.0054511,           0.0025759,             0.99597,                   1,               0.995,             0.89384,           0.0033893,           0.0014074,          0.00055416,            0.001387,            0.001387,            0.001387
                 437,            0.014433,           0.0071293,           0.0018855,              0.9959,                   1,               0.995,             0.88136,           0.0036553,           0.0014437,          0.00055173,           0.0013672,           0.0013672,           0.0013672
                 438,             0.01454,           0.0060681,           0.0018683,             0.99588,                   1,               0.995,             0.90007,           0.0034952,           0.0014133,          0.00055315,           0.0013474,           0.0013474,           0.0013474
                 439,            0.012843,           0.0061282,           0.0023059,             0.99591,                   1,               0.995,             0.89455,             0.00352,           0.0014285,          0.00055143,           0.0013276,           0.0013276,           0.0013276
                 440,            0.013152,           0.0062058,           0.0017974,             0.99595,                   1,               0.995,             0.89636,            0.003465,           0.0014381,          0.00055001,           0.0013078,           0.0013078,           0.0013078
                 441,            0.011748,             0.00469,           0.0028494,             0.99598,                   1,               0.995,             0.90973,           0.0034366,           0.0014214,           0.0005495,            0.001288,            0.001288,            0.001288
                 442,            0.010905,           0.0050411,           0.0013614,             0.99609,                   1,               0.995,             0.91467,           0.0034033,           0.0014316,          0.00054768,           0.0012682,           0.0012682,           0.0012682
                 443,            0.012232,           0.0047756,           0.0019201,             0.99618,                   1,               0.995,              0.8966,           0.0034408,            0.001444,          0.00054687,           0.0012484,           0.0012484,           0.0012484
                 444,            0.014082,           0.0044843,            0.004199,             0.99621,                   1,               0.995,             0.90357,           0.0033895,           0.0014445,          0.00054525,           0.0012286,           0.0012286,           0.0012286
                 445,            0.012211,             0.00445,           0.0021744,             0.99631,                   1,               0.995,             0.89861,            0.003381,           0.0014517,          0.00054514,           0.0012088,           0.0012088,           0.0012088
                 446,            0.012803,           0.0060581,           0.0024683,             0.99627,                   1,               0.995,             0.89468,           0.0035602,           0.0014846,          0.00054494,            0.001189,            0.001189,            0.001189
                 447,            0.016582,           0.0052521,           0.0029531,             0.99619,                   1,               0.995,              0.8824,           0.0035848,           0.0014761,           0.0005419,           0.0011692,           0.0011692,           0.0011692
                 448,            0.012652,           0.0059109,            0.002047,             0.99612,                   1,               0.995,             0.88905,           0.0034189,           0.0014499,          0.00053917,           0.0011494,           0.0011494,           0.0011494
                 449,            0.013194,           0.0046107,           0.0024919,             0.99609,                   1,               0.995,             0.88203,           0.0035555,           0.0014456,          0.00053714,           0.0011296,           0.0011296,           0.0011296
                 450,             0.01289,           0.0056087,            0.002576,             0.99596,                   1,               0.995,             0.89109,           0.0035769,           0.0014499,          0.00053582,           0.0011098,           0.0011098,           0.0011098
                 451,            0.012272,           0.0072197,           0.0017349,             0.99585,                   1,               0.995,             0.88637,           0.0036828,           0.0014533,          0.00053501,             0.00109,             0.00109,             0.00109
                 452,            0.013433,           0.0049266,           0.0022334,             0.99565,                   1,               0.995,             0.91805,           0.0033393,           0.0014079,          0.00053177,           0.0010702,           0.0010702,           0.0010702
                 453,             0.01474,           0.0053541,           0.0025892,             0.99549,                   1,               0.995,              0.8949,           0.0034618,           0.0014078,          0.00052924,           0.0010504,           0.0010504,           0.0010504
                 454,            0.017235,           0.0050457,           0.0033267,             0.99556,                   1,               0.995,             0.90562,            0.003272,           0.0013805,          0.00052853,           0.0010306,           0.0010306,           0.0010306
                 455,            0.012696,           0.0052845,           0.0026146,             0.99557,                   1,               0.995,              0.9066,           0.0032463,           0.0013748,          0.00052761,           0.0010108,           0.0010108,           0.0010108
                 456,            0.013314,           0.0055015,           0.0024391,             0.99561,                   1,               0.995,             0.89897,           0.0034109,           0.0013887,          0.00052559,            0.000991,            0.000991,            0.000991
                 457,            0.011851,            0.004536,           0.0023836,             0.99556,                   1,               0.995,              0.8877,           0.0036268,           0.0014145,          0.00052457,           0.0009712,           0.0009712,           0.0009712
                 458,            0.013314,           0.0049835,           0.0013926,             0.99548,                   1,               0.995,              0.9046,           0.0031852,           0.0013625,          0.00052194,           0.0009514,           0.0009514,           0.0009514
                 459,            0.013562,           0.0053833,           0.0042717,             0.99556,                   1,               0.995,             0.89305,            0.003206,           0.0013669,          0.00052052,           0.0009316,           0.0009316,           0.0009316
                 460,            0.013576,           0.0059392,           0.0022494,             0.99557,                   1,               0.995,             0.88706,           0.0035404,           0.0014036,          0.00051971,           0.0009118,           0.0009118,           0.0009118
                 461,            0.012203,           0.0051959,           0.0014706,             0.99571,                   1,               0.995,             0.89577,           0.0032597,           0.0013717,           0.0005186,            0.000892,            0.000892,            0.000892
                 462,            0.012444,           0.0052635,           0.0052625,             0.99562,                   1,               0.995,              0.8905,           0.0032486,           0.0013627,          0.00051647,           0.0008722,           0.0008722,           0.0008722
                 463,            0.013436,           0.0060816,           0.0015594,             0.99549,                   1,               0.995,              0.8985,           0.0031334,           0.0013565,          0.00051505,           0.0008524,           0.0008524,           0.0008524
                 464,            0.013162,           0.0044859,           0.0049119,             0.99552,                   1,               0.995,             0.90727,           0.0030803,           0.0013527,          0.00051242,           0.0008326,           0.0008326,           0.0008326
                 465,            0.012545,            0.005577,           0.0018084,             0.99563,                   1,               0.995,             0.89122,           0.0032709,           0.0013709,           0.0005111,           0.0008128,           0.0008128,           0.0008128
                 466,            0.014457,           0.0064848,           0.0017124,             0.99555,                   1,               0.995,             0.89783,           0.0031936,           0.0013577,          0.00050938,            0.000793,            0.000793,            0.000793
                 467,            0.013796,           0.0052415,           0.0017061,             0.99564,                   1,               0.995,             0.90015,           0.0031097,           0.0013496,          0.00050725,           0.0007732,           0.0007732,           0.0007732
                 468,            0.012027,             0.00541,           0.0015892,             0.99574,                   1,               0.995,             0.89888,             0.00312,           0.0013495,          0.00050593,           0.0007534,           0.0007534,           0.0007534
                 469,            0.014589,           0.0060178,           0.0018665,             0.99574,                   1,               0.995,             0.89354,           0.0032535,           0.0013705,          0.00050441,           0.0007336,           0.0007336,           0.0007336
                 470,            0.012561,           0.0051505,           0.0030011,             0.99581,                   1,               0.995,             0.90368,           0.0031262,             0.00136,          0.00050319,           0.0007138,           0.0007138,           0.0007138
                 471,            0.012573,           0.0060177,           0.0020738,             0.99588,                   1,               0.995,             0.90365,           0.0030886,           0.0013591,          0.00050188,            0.000694,            0.000694,            0.000694
                 472,            0.013405,            0.005472,           0.0024348,             0.99586,                   1,               0.995,             0.89638,           0.0031121,           0.0013643,          0.00050076,           0.0006742,           0.0006742,           0.0006742
                 473,            0.012504,           0.0037015,           0.0018347,             0.99572,                   1,               0.995,             0.90467,           0.0031281,           0.0013653,          0.00050086,           0.0006544,           0.0006544,           0.0006544
                 474,            0.012791,           0.0059492,            0.001346,             0.99569,                   1,               0.995,             0.90834,           0.0031043,           0.0013657,          0.00049985,           0.0006346,           0.0006346,           0.0006346
                 475,            0.015485,             0.00605,           0.0034092,             0.99577,                   1,               0.995,             0.90319,           0.0031243,           0.0013658,          0.00049914,           0.0006148,           0.0006148,           0.0006148
